week_ending,week_number,weekly_gross,avg_ticket_price,seats_in_theatre,performances,year,month,holiday_week,Tony_Award
2019-05-05,49,1457672.5,106.56,1727,8,2019,May,0,0
2011-04-10,46,703032,80.42,1709,8,2011,April,0,0
2015-02-15,38,642010,111.29,913,8,2015,February,0,0
2017-05-07,50,592784.27,84.13,1080,8,2017,May,0,0
2017-09-17,17,2932511,272.72,1321,8,2017,September,0,0
2017-12-24,31,812760,151.01,774,7,2017,December,1,0
2017-03-12,42,1015491.32,115.4,1138,8,2017,March,0,0
2014-03-02,40,1539830,101.06,1928,8,2014,March,0,0
2018-12-23,30,323354.54,71.38,1073,8,2018,December,0,0
2018-05-13,51,1541991,115.31,1807,8,2018,May,0,0
2015-08-16,12,2165067,164.92,1696,8,2015,August,0,0
2013-09-01,14,958454,86.16,1605,8,2013,September,0,0
2018-01-21,35,1289666.5,95.84,1727,8,2018,January,0,0
2012-03-25,43,660329,68.7,1470,8,2012,March,0,0
2015-07-05,6,1241086,148.17,1047,8,2015,July,0,0
2014-02-16,38,1431140,139.72,1424,8,2014,February,0,0
2011-04-03,45,867638,73.45,1797,8,2011,April,0,0
2018-04-22,48,710611.1,111.77,1026,8,2018,April,0,0
2012-05-13,50,304889,66.99,650,8,2012,May,0,0
2016-10-30,23,494814,80.37,1667,8,2016,October,0,0
2011-03-20,43,739803,59.27,1689,1,2011,March,0,0
2010-12-05,28,777759,87.5,1498,8,2010,December,0,0
2019-09-15,16,1964200.41,168.92,1435,8,2019,September,0,0
2010-07-11,7,1022398,78.86,1797,8,2010,July,0,0
2015-11-01,23,686895,94.25,1424,8,2015,November,0,0
2012-12-23,30,413229,70.86,1004,8,2012,December,0,0
2017-05-21,52,819211.22,89.99,1523,8,2017,May,0,0
2010-11-14,25,758863,74.65,1797,8,2010,November,0,0
2010-07-25,9,1300420,118.53,1519,8,2010,July,0,0
2017-08-06,11,1303089.5,152.78,1046,8,2017,August,0,0
2016-04-03,45,389221.5,91.32,576,8,2016,April,0,0
2017-10-08,20,1251417,143.07,1066,8,2017,October,0,0
2015-05-24,52,941402,86.12,1432,8,2015,May,0,0
2018-05-13,51,927965.5,102.15,1422,7,2018,May,0,0
2017-12-24,31,1264284,167.21,1066,7,2017,December,1,0
2014-12-14,29,1746037,128.82,1809,8,2014,December,0,0
2017-01-22,35,747150.4,82.76,1605,8,2017,January,0,0
2018-05-06,50,435430.06,88.79,696,8,2018,May,0,0
2013-10-20,21,1044707,87.68,1605,8,2013,October,0,0
2014-05-25,52,859979,101.91,1073,8,2014,May,0,0
2019-06-09,2,1011904.8,108.63,1225,8,2019,June,0,1
2014-05-18,51,1673283,191.19,1066,8,2014,May,0,0
2011-07-17,7,245902,56.17,1058,8,2011,July,0,0
2013-02-17,38,882204,111.14,1228,8,2013,February,0,0
2017-12-24,31,199124.8,50.5,650,8,2017,December,1,0
2018-11-04,23,1246467.35,131.08,1225,8,2018,November,0,0
2019-12-15,29,1096220.1,123.09,1125,8,2019,December,0,0
2016-08-14,12,997867.25,87.84,1896,8,2016,August,0,0
2019-05-19,51,1015836.18,140.29,1015,7,2019,May,0,0
2016-01-17,34,899076.5,95.54,1679,8,2016,January,0,0
2018-02-11,38,397374.5,69.63,977,8,2018,February,0,0
2010-02-07,37,567310,61.31,1797,8,2010,February,0,0
2015-10-11,20,1040633,105.47,1424,8,2015,October,0,0
2017-10-29,23,883816.3,115.93,1026,8,2017,October,0,0
2017-04-16,47,1185025.12,148.28,984,8,2017,April,0,0
2016-09-04,15,1072366.5,100.83,1495,8,2016,September,1,0
2016-05-08,50,567326,87.08,1047,8,2016,May,0,0
2016-10-23,22,1971896,146.22,1696,8,2016,October,0,0
2017-08-27,14,592339.85,83.48,1080,8,2017,August,0,0
2011-10-02,18,1324204,100.25,1930,8,2011,October,0,0
2017-04-23,48,326850,65.46,650,7,2017,April,0,0
2014-10-19,21,448800,86.94,1059,8,2014,October,0,0
2018-10-07,19,3227193,299.98,1321,8,2018,October,0,0
2014-09-14,16,552516,77.81,990,8,2014,September,0,0
2017-01-29,36,935804.25,76.35,1896,8,2017,January,0,0
2012-04-01,44,760041,70,1755,8,2012,April,0,0
2015-10-25,22,446983,99.46,802,7,2015,October,0,0
2017-12-03,28,844058.36,97.26,1523,8,2017,December,0,0
2011-04-03,45,972524,85.63,1424,8,2011,April,0,0
2013-09-01,14,171977,41.86,702,8,2013,September,0,0
2017-01-08,33,344129.5,68.65,755,8,2017,January,0,0
2015-09-20,17,1022113,123.94,1026,8,2015,September,0,0
2016-11-27,27,3260088.75,303.21,1321,8,2016,November,1,0
2016-06-12,3,1859038,128.12,1867,8,2016,June,0,1
2012-08-26,13,746407,99.76,975,8,2012,August,0,0
2010-04-11,46,554306,82.47,997,8,2010,April,0,0
2016-03-20,43,390852.5,90.79,576,8,2016,March,0,0
2012-07-29,9,375483,72.75,951,8,2012,July,0,0
2014-12-07,28,554966,90.58,1059,8,2014,December,0,0
2019-01-27,35,798281.75,126.17,774,8,2019,January,0,0
2011-04-17,47,277702,60.67,1057,8,2011,April,0,0
2019-01-20,34,824276.3,110.98,1019,8,2019,January,0,0
2011-12-11,28,989778,115.74,1069,8,2011,December,0,0
2015-10-18,21,713353,126.15,740,8,2015,October,0,0
2010-01-31,36,573759,71.74,1498,8,2010,January,0,0
2016-09-18,17,961845,116.64,1026,8,2016,September,0,0
2013-01-27,35,572561,57.3,1605,8,2013,January,0,0
2011-07-03,5,387647,54.28,1141,8,2011,July,1,0
2018-05-13,51,1156335.5,133.51,1047,8,2018,May,0,0
2012-08-19,12,557268,93.78,1063,8,2012,August,0,0
2014-06-29,5,235016,53.36,644,8,2014,June,1,1
2014-02-09,37,633396,79.8,1751,8,2014,February,0,0
2019-12-22,30,1832306.14,159.1,1435,8,2019,December,0,0
2010-05-23,52,463639,81.21,804,8,2010,May,0,0
2011-10-09,19,882827,110.11,1026,8,2011,October,0,0
2019-03-24,43,719143.2,109.59,891,8,2019,March,0,0
2014-05-11,50,668658,121.05,1424,4,2014,May,0,0
2013-12-15,29,1054823,78.69,1583,8,2013,December,0,0
2019-11-03,23,461673.5,82.98,793,8,2019,November,0,0
2010-08-01,10,514515,76.29,1030,8,2010,August,0,0
2013-02-24,39,653063,99.66,1631,5,2013,February,0,0
2017-05-21,52,1976301,146.15,1696,8,2017,May,0,0
2018-04-22,48,1733173.76,217,984,8,2018,April,0,0
2011-12-25,30,228918,52.69,989,7,2011,December,0,0
2010-01-31,36,541860,93.94,1041,8,2010,January,0,0
2013-07-28,9,706215,116.36,787,8,2013,July,0,0
2015-11-22,26,600492,88.44,1409,8,2015,November,1,0
2011-07-31,9,1801501,117.42,1930,8,2011,July,0,0
2017-11-19,26,1366527.5,101.11,1727,8,2017,November,1,0
2010-12-26,31,782329,94.14,1470,8,2010,December,1,0
2014-07-06,6,886839,121.57,907,8,2014,July,0,0
2012-11-11,24,133315,43.24,644,7,2012,November,0,0
2011-12-25,30,351294,66.39,1367,7,2011,December,0,0
2011-06-19,3,556606,74.56,1519,8,2011,June,0,1
2018-07-08,6,764871.9,95.59,1143,8,2018,July,0,0
2015-02-22,39,1940457,143.01,1700,8,2015,February,0,0
2016-06-05,2,815427.2,77.92,1432,8,2016,June,0,1
2016-03-20,43,282706,67.04,772,8,2016,March,0,0
2013-11-10,24,575717,80.84,1080,8,2013,November,0,0
2012-06-17,3,750312,104.66,1063,8,2012,June,0,1
2012-08-26,13,368042,71.45,1038,8,2012,August,0,0
2016-06-05,2,578874.81,84.67,1051,8,2016,June,0,1
2012-09-30,18,485269,59.98,1334,8,2012,September,0,0
2019-01-06,32,695186.36,100.9,1080,8,2019,January,1,0
2012-01-08,32,1721734,113.25,1930,8,2012,January,1,0
2017-09-10,16,379904,88.64,617,8,2017,September,0,0
2017-09-03,15,304915.7,59.33,1008,7,2017,September,1,0
2014-06-29,5,319029,80.77,583,8,2014,June,1,1
2012-08-19,12,1003363,103.42,1195,8,2012,August,0,0
2018-11-11,24,290584.5,71.19,585,8,2018,November,0,0
2018-09-02,14,938572.34,116.29,1039,8,2018,September,0,0
2012-03-11,41,519327,72.76,1689,8,2012,March,0,0
2011-12-11,28,762241,81.22,1470,8,2011,December,0,0
2016-02-28,40,386311.9,78.49,740,8,2016,February,0,0
2016-09-18,17,925135.5,93.63,1626,8,2016,September,0,0
2019-03-17,42,852675.85,89.83,1424,8,2019,March,0,0
2014-08-03,10,804605,90.02,1166,8,2014,August,0,0
2014-12-28,31,1546950,174.9,1026,9,2014,December,1,0
2017-01-01,32,2108804,214.18,1066,9,2017,January,1,0
2014-08-17,12,635965,68.89,1630,8,2014,August,0,0
2012-06-24,4,212086,52.63,650,8,2012,June,1,1
2016-03-20,43,2044101,150.81,1696,8,2016,March,0,0
2016-01-24,35,368576,66.61,1432,6,2016,January,0,0
2018-04-01,45,1298597,105.9,1523,8,2018,April,0,0
2018-02-11,38,237857.5,58.59,854,8,2018,February,0,0
2013-12-29,31,1035178,122.04,1059,8,2013,December,1,0
2019-11-24,26,388710,75.57,793,8,2019,November,1,0
2016-05-01,49,1625910,118.22,1807,8,2016,May,0,0
2013-02-10,37,259979,67.63,644,8,2013,February,0,0
2015-03-29,44,699086,82.41,1166,8,2015,March,0,0
2014-12-28,31,771849,138.57,696,8,2014,December,1,0
2017-07-02,6,613735.95,83.74,1080,8,2017,July,0,0
2013-06-23,4,1222026,106.67,1432,8,2013,June,1,1
2010-10-24,22,252797,57.56,740,8,2010,October,0,0
2012-05-06,49,200354,49.75,1079,8,2012,May,0,0
2010-06-27,5,923861,85.65,1470,8,2010,June,1,1
2012-03-04,40,765398,104.62,1069,8,2012,March,0,0
2013-06-23,4,1503541,130.97,1424,8,2013,June,1,1
2012-05-27,52,172657,43.05,728,8,2012,May,0,0
2016-07-10,7,969698.7,120.91,1045,8,2016,July,0,0
2010-11-21,26,862995,93.35,1424,8,2010,November,1,0
2014-06-15,3,760204,73.8,1751,8,2014,June,0,1
2015-02-08,37,583683,74.66,1605,8,2015,February,0,0
2017-11-12,25,830061.5,99.23,1045,4,2017,November,0,0
2017-01-15,34,1800719,134.17,1696,8,2017,January,0,0
2017-08-27,14,674311.52,101.28,1026,8,2017,August,0,0
2016-06-05,2,981922.9,119.57,1045,8,2016,June,0,1
2016-10-30,23,492715.24,79.38,911,8,2016,October,0,0
2012-06-17,3,505596,81.34,1080,8,2012,June,0,1
2018-02-25,40,906458.56,92.98,1523,8,2018,February,0,0
2012-07-15,7,496313,107.87,583,8,2012,July,0,0
2014-03-09,41,476005,72.98,1019,8,2014,March,0,0
2012-05-13,50,513442,79.57,1080,8,2012,May,0,0
2015-05-03,49,500038,97.13,907,8,2015,May,0,0
2016-03-06,41,882990.5,97.47,1626,8,2016,March,0,0
2015-12-20,30,819500,94.9,1383,8,2015,December,0,0
2010-01-31,36,280928,54.24,740,8,2010,January,0,0
2010-12-19,30,713888,87.09,1498,8,2010,December,0,0
2018-05-20,52,1187605.6,92.41,1605,8,2018,May,0,0
2018-06-17,3,1930270,509.04,948,4,2018,June,0,1
2010-02-28,40,515876,66.66,1615,8,2010,February,0,0
2019-07-28,9,2770947,187.73,1696,9,2019,July,0,0
2019-11-10,24,952524.04,88.76,1605,8,2019,November,0,0
2013-08-11,11,1057057,131.75,990,8,2013,August,0,0
2017-04-23,48,648073.15,79.66,1228,8,2017,April,0,0
2015-06-21,4,479292,95.4,1007,7,2015,June,1,1
2011-10-30,22,713713,81.64,1421,8,2011,October,0,0
2016-02-28,40,179194,50.41,650,8,2016,February,0,0
2010-12-26,31,2153110,148.78,1809,8,2010,December,1,0
2012-07-22,8,624487,98.44,975,8,2012,July,0,0
2018-03-25,44,723424.3,102.95,1051,8,2018,March,0,0
2016-06-05,2,437980,73.63,1044,8,2016,June,0,1
2011-12-04,27,728353,83.98,1421,8,2011,December,1,0
2017-04-09,46,635351.5,107.5,740,8,2017,April,0,0
2012-07-22,8,528401,77.12,1505,8,2012,July,0,0
2014-01-19,34,850362,105.96,1026,8,2014,January,0,0
2015-11-01,23,673844,76.24,1545,8,2015,November,0,0
2017-02-26,40,401434.1,79.32,650,8,2017,February,0,0
2018-09-02,14,256378.25,67.41,963,8,2018,September,0,0
2019-09-22,17,812477.7,102.1,1026,8,2019,September,0,0
2015-07-26,9,297904,56.82,1162,8,2015,July,0,0
2015-11-08,24,1070197,84.88,1638,4,2015,November,0,0
2012-04-29,48,829755,86.82,1439,6,2012,April,0,0
2016-03-13,42,444027.47,76.68,1018,8,2016,March,0,0
2012-04-22,47,845512,73.75,1797,8,2012,April,0,0
2011-06-12,2,375999,80.24,1356,8,2011,June,0,1
2013-11-03,23,624830,78.84,1185,8,2013,November,0,0
2013-09-08,15,1680327,124.28,1700,8,2013,September,1,0
2017-12-03,28,803518.01,110.8,1044,8,2017,December,0,0
2012-08-05,10,544590,85.65,1063,8,2012,August,0,0
2012-08-05,10,237516,61.64,990,8,2012,August,0,0
2010-02-14,38,917526,131.43,931,8,2010,February,0,0
2014-03-23,43,937099,67.99,1720,5,2014,March,0,0
2018-12-16,29,2353831,174.62,1696,8,2018,December,0,0
2012-11-11,24,864021,105.1,1612,8,2012,November,0,0
2017-11-12,25,3143107,292.14,1321,8,2017,November,0,0
2017-02-19,39,736325.95,96.2,1080,8,2017,February,0,0
2018-11-04,23,722269.6,90.16,1080,8,2018,November,0,0
2016-02-21,39,508934.5,78.12,1018,8,2016,February,0,0
2011-06-19,3,841939,83.33,1421,8,2011,June,0,1
2012-07-08,6,664442,83.41,1004,8,2012,July,0,0
2012-07-01,5,520026,66.47,1470,8,2012,July,1,0
2019-05-19,51,1660962,117.3,1807,8,2019,May,0,0
2014-04-20,47,1517305,118.92,1605,8,2014,April,0,0
2010-11-07,24,954495,93.83,1421,8,2010,November,0,0
2010-05-23,52,667774,90.52,1057,8,2010,May,0,0
2011-05-08,50,854730,75.29,1487,8,2011,May,0,0
2017-12-17,30,712364,86.19,1051,1,2017,December,0,0
2012-09-23,17,1626122,185.8,1066,8,2012,September,0,0
2015-03-22,43,1547575,176.82,1066,8,2015,March,0,0
2010-11-07,24,794941,83.62,1498,8,2010,November,0,0
2010-09-05,15,1006844,92.01,1747,8,2010,September,1,0
2013-11-03,23,1699647,130.86,1700,8,2013,November,0,0
2012-09-23,17,1555752,117.66,1677,8,2012,September,0,0
2013-01-13,33,418061,71.43,972,8,2013,January,0,0
2017-05-14,51,2823182.5,263.01,1321,8,2017,May,0,0
2012-04-08,45,314120,77.14,735,8,2012,April,0,0
2019-10-27,22,488029.8,91.72,721,8,2019,October,0,0
2011-05-01,49,1736420,119.98,1809,8,2011,May,0,0
2011-03-20,43,402992,67.13,1058,8,2011,March,0,0
2014-05-04,49,172916,63.04,802,8,2014,May,0,0
2010-11-14,25,277060,59.8,772,8,2010,November,0,0
2010-06-27,5,1641718,113.44,1809,8,2010,June,1,1
2014-10-26,22,527427,73.81,1751,8,2014,October,0,0
2018-11-11,24,922340.82,89.18,1605,8,2018,November,0,0
2011-06-19,3,329924,80.39,583,8,2011,June,0,1
2011-06-12,2,894974,77.78,1615,8,2011,June,0,1
2012-06-10,2,552120,69.03,1470,8,2012,June,0,1
2012-10-21,21,393195,63.44,1334,8,2012,October,0,0
2015-03-08,41,508909,79.69,1080,8,2015,March,0,0
2010-06-27,5,695277,98.83,1611,8,2010,June,1,1
2017-11-26,27,743848.55,94.49,1080,8,2017,November,1,0
2010-07-04,6,539987,78.13,1030,8,2010,July,0,0
2019-05-26,52,579679.42,96.4,1019,8,2019,May,0,0
2013-08-25,13,1708781,129.23,1809,8,2013,August,0,0
2011-01-02,32,665907,93.12,1057,9,2011,January,1,0
2012-09-09,15,741090,79.41,1498,8,2012,September,1,0
2014-12-14,29,415019,85.73,918,8,2014,December,0,0
2010-08-08,11,242320,65.16,1058,8,2010,August,0,0
2016-06-26,5,799020.5,97.33,1051,8,2016,June,1,1
2017-02-05,37,1112399.6,139.29,984,8,2017,February,0,0
2013-04-28,48,216533,37.93,943,8,2013,April,0,0
2017-08-20,13,1561350.5,116.71,1727,8,2017,August,0,0
2016-01-24,35,427881.5,75.21,1450,6,2016,January,0,0
2015-11-08,24,420978,55.91,1057,1,2015,November,0,0
2012-06-24,4,305616,67.23,735,8,2012,June,1,1
2014-01-12,33,480262,79.28,1080,8,2014,January,0,0
2010-08-29,14,764231,88.84,1519,8,2010,August,0,0
2019-12-29,31,3217944,185.64,1926,9,2019,December,1,0
2014-11-30,27,466970,80.51,1303,8,2014,November,1,0
2016-05-08,50,415694.2,81.24,740,8,2016,May,0,0
2011-03-27,44,709895,78.42,1498,8,2011,March,0,0
2011-05-29,53,687155,88.48,1071,8,2011,May,0,0
2016-05-08,50,257203.3,71.97,650,8,2016,May,0,0
2019-01-20,34,581856.2,76.11,1039,8,2019,January,0,0
2019-08-18,12,1024273.5,124.02,1047,8,2019,August,0,0
2016-12-25,31,1140205.6,113.16,1523,7,2016,December,1,0
2019-12-15,29,288226.1,57.36,1073,8,2019,December,0,0
2014-05-04,49,1732110,116.17,1913,8,2014,May,0,0
2010-11-28,27,968590,96.49,1470,8,2010,November,1,0
2011-10-02,18,718015,80.88,1421,8,2011,October,0,0
2012-03-18,42,653421,86.03,1026,8,2012,March,0,0
2011-02-13,38,705850,76.61,1470,8,2011,February,0,0
2019-05-12,50,307770.5,55.53,770,8,2019,May,0,0
2010-08-22,13,635399,70.22,1611,8,2010,August,0,0
2016-12-25,31,1077718.16,99.96,1605,7,2016,December,1,0
2018-08-19,12,2340017,172.44,1696,8,2018,August,0,0
2010-05-09,50,388662,50.64,1412,8,2010,May,0,0
2016-12-04,28,1899705,153.19,1696,8,2016,December,0,0
2011-01-09,33,808761,79.37,1615,8,2011,January,0,0
2016-05-29,1,876630,101.19,1626,8,2016,May,0,0
2010-10-24,22,511420,68.86,1709,8,2010,October,0,0
2012-02-19,38,402294,79.58,712,8,2012,February,0,0
2012-06-17,3,1584513,110.59,1930,8,2012,June,0,1
2011-09-04,14,620842,78.83,1690,8,2011,September,0,0
2017-06-11,3,790835,103.96,1044,8,2017,June,0,1
2011-12-25,30,317482,79.95,804,7,2011,December,0,0
2019-10-06,19,945635.8,111.98,1046,8,2019,October,0,0
2013-10-13,20,735228,80.07,1421,8,2013,October,0,0
2015-05-24,52,457095,64.2,1384,8,2015,May,0,0
2016-04-24,48,531075.67,91.88,1228,8,2016,April,0,0
2015-02-01,36,513389,90.37,1077,8,2015,February,0,0
2012-04-08,45,1271544,102.31,1564,4,2012,April,0,0
2017-04-30,49,694845.5,81.51,1424,8,2017,April,0,0
2017-06-04,2,1254553.04,156.98,984,8,2017,June,0,1
2015-08-02,10,766999,77.82,1409,8,2015,August,0,0
2018-07-29,9,747707,87.14,1424,8,2018,July,0,0
2017-06-18,4,842776.6,95.55,1228,8,2017,June,1,1
2017-01-15,34,839832.6,92.24,1626,8,2017,January,0,0
2012-10-07,19,529272,64.47,1334,8,2012,October,0,0
2010-04-11,46,1240377,101.73,1519,4,2010,April,0,0
2018-08-26,13,917992.55,80.87,1610,8,2018,August,0,0
2018-06-03,1,774588,69.63,1610,8,2018,June,0,1
2015-06-28,5,1644688,119.29,1723,8,2015,June,1,1
2014-10-26,22,693671,84.7,1166,8,2014,October,0,0
2019-12-01,27,573810.7,113.4,1016,7,2019,December,1,0
2012-11-25,26,2125661,158.43,1677,8,2012,November,1,0
2016-09-25,18,721050.5,96.76,1424,8,2016,September,0,0
2010-08-22,13,602152,90.17,1057,8,2010,August,0,0
2011-09-25,17,1293272,147.77,1066,8,2011,September,0,0
2019-05-19,51,631443,89.85,1045,8,2019,May,0,0
2010-04-18,47,858057,75.95,1697,8,2010,April,0,0
2016-05-08,50,329271.32,77.55,802,8,2016,May,0,0
2013-09-08,15,726845,81.43,1498,8,2013,September,1,0
2010-01-17,34,538573,70.3,1026,8,2010,January,0,0
2019-10-20,21,401815.2,81.41,721,7,2019,October,0,0
2015-10-11,20,232405,72.81,772,8,2015,October,0,0
2017-04-23,48,836730.5,87.31,1424,8,2017,April,0,0
2014-05-25,52,1734588,198.19,1066,8,2014,May,0,0
2017-10-01,19,332392.8,80.85,617,8,2017,October,0,0
2018-10-21,21,3248164,301.99,1321,8,2018,October,0,0
2018-08-19,12,3115391,289.72,1321,8,2018,August,0,0
2019-06-02,1,1126068.5,96.82,1684,8,2019,June,0,1
2014-05-04,49,605288,96.75,872,8,2014,May,0,0
2011-07-03,5,926045,79.37,1615,8,2011,July,1,0
2012-05-20,51,673005,72.85,1505,8,2012,May,0,0
2010-03-07,41,284329,56.14,740,8,2010,March,0,0
2016-01-03,32,697576,131.32,1069,7,2016,January,1,0
2019-08-11,11,624837.5,80.98,973,4,2019,August,0,0
2016-12-11,29,783543.55,101.01,998,8,2016,December,0,0
2019-10-20,21,1433274,192.85,918,8,2019,October,0,0
2013-04-21,47,323655,68.92,1079,8,2013,April,0,0
2011-04-10,46,372776,62.61,1214,8,2011,April,0,0
2012-03-11,41,696182,87.55,1026,8,2012,March,0,0
2017-02-05,37,621130.4,83.44,1626,8,2017,February,0,0
2013-03-17,42,1667180,190.49,1066,8,2013,March,0,0
2013-07-14,7,1986489,132.39,1809,9,2013,July,0,0
2019-11-10,24,1082645.4,84.09,1684,8,2019,November,0,0
2012-06-03,1,520550,74.77,1689,8,2012,June,0,1
2013-06-23,4,1103158,89.09,1605,8,2013,June,1,1
2013-04-28,48,713108,82.79,1708,8,2013,April,0,0
2018-05-20,52,1749587,116.93,1926,8,2018,May,0,0
2014-06-01,1,912915,112,1422,8,2014,June,0,1
2012-10-28,22,845173,90.51,1195,8,2012,October,0,0
2017-05-21,52,1250852.08,156.49,984,8,2017,May,0,0
2012-04-08,45,859448,118.91,1036,7,2012,April,0,0
2011-05-08,50,698453,86.12,1026,8,2011,May,0,0
2018-06-17,3,2277446,175.51,1622,8,2018,June,0,1
2012-02-19,38,365277,62.03,1079,8,2012,February,0,0
2012-02-26,39,955542,112.36,1069,8,2012,February,0,0
2019-04-28,48,959449.9,129.36,918,8,2019,April,0,0
2015-03-01,40,674524,111.62,893,8,2015,March,0,0
2016-05-01,49,648902,94.83,950,8,2016,May,0,0
2013-03-10,41,636493,86.94,1439,8,2013,March,0,0
2010-10-17,21,290198,44.34,1030,6,2010,October,0,0
2012-02-19,38,1473606,168.37,1066,8,2012,February,0,0
2018-12-23,30,380378.14,71.96,854,8,2018,December,0,0
2010-05-23,52,156680,45.79,650,8,2010,May,0,0
2017-01-08,33,1173670.14,137.56,1051,8,2017,January,0,0
2014-03-09,41,580888,95.24,1059,8,2014,March,0,0
2018-03-04,41,568211.16,82.16,1523,8,2018,March,0,0
2018-08-26,13,1928960,508.69,948,4,2018,August,0,0
2011-06-05,1,974481,106.94,1228,8,2011,June,0,1
2019-10-06,19,1203519.4,90.4,1727,8,2019,October,0,0
2018-07-01,5,723508.2,94.66,1045,8,2018,July,1,0
2014-07-20,8,1072101,99.29,1409,8,2014,July,0,0
2015-05-17,51,577859,94.07,907,8,2015,May,0,0
2012-12-30,31,1751458,119.59,1605,9,2012,December,1,0
2016-07-24,9,980483.2,91.8,1896,8,2016,July,0,0
2016-07-24,9,2310911,171.78,1696,8,2016,July,0,0
2018-05-27,53,1705522.3,213.4,984,8,2018,May,0,0
2018-08-05,10,1269449,156.05,1069,8,2018,August,0,0
2019-06-23,4,2018314,172.79,1435,8,2019,June,1,1
2011-03-06,41,334521,57.3,1058,8,2011,March,0,0
2012-09-09,15,637053,65.73,1797,8,2012,September,1,0
2016-07-24,9,741929.5,75.9,1707,8,2016,July,0,0
2018-06-24,4,1097637.5,118.51,1422,7,2018,June,1,1
2015-12-20,30,741407,115.86,1047,8,2015,December,0,0
2018-04-29,49,1289711.5,123.01,1428,8,2018,April,0,0
2017-11-05,24,622410.2,80.07,1168,8,2017,November,0,0
2010-04-11,46,753798,77.06,1344,8,2010,April,0,0
2016-11-13,25,864283.5,97.79,1375,8,2016,November,0,0
2016-08-14,12,990127.9,122.88,1045,8,2016,August,0,0
2015-08-09,11,272287,53.91,1162,8,2015,August,0,0
2017-05-28,1,1105137.5,114.37,1679,7,2017,May,0,0
2010-05-30,1,923158,75.75,1615,8,2010,May,0,0
2016-06-12,3,1343082.62,153.99,1066,8,2016,June,0,1
2019-08-11,11,1411355,108.77,1622,8,2019,August,0,0
2013-09-08,15,790714,82.1,1583,8,2013,September,1,0
2015-06-14,3,403081,65.53,1012,8,2015,June,0,1
2018-10-21,21,696843,100.18,1045,8,2018,October,0,0
2019-01-06,32,539472,97.91,1045,8,2019,January,1,0
2014-04-13,46,1586091,181.23,1066,8,2014,April,0,0
2019-05-12,50,619539.98,68.39,1738,8,2019,May,0,0
2015-01-04,32,1649106,120.34,1605,9,2015,January,1,0
2010-04-11,46,336895,68.38,772,8,2010,April,0,0
2014-12-21,30,1986719,139.09,1809,8,2014,December,0,0
2013-07-28,9,892625,96.88,1228,8,2013,July,0,0
2010-12-05,28,154367,45.62,650,8,2010,December,0,0
2013-06-23,4,711012,114.59,787,8,2013,June,1,1
2017-08-06,11,668137,81.67,1475,8,2017,August,0,0
2017-04-02,45,1206659.9,128,1679,7,2017,April,0,0
2014-07-20,8,674063,80.89,1516,8,2014,July,0,0
2011-05-08,50,412238,76.91,1071,8,2011,May,0,0
2010-05-16,51,462545,72.23,1214,8,2010,May,0,0
2012-07-08,6,578050,67.35,1505,8,2012,July,0,0
2014-05-18,51,536505,86.1,1080,8,2014,May,0,0
2012-12-09,28,908298,102.61,1195,8,2012,December,0,0
2011-09-04,14,762551,79.65,1615,8,2011,September,0,0
2013-02-10,37,1002910,87.07,1930,8,2013,February,0,0
2018-07-01,5,1112168.8,133.8,1039,8,2018,July,1,0
2015-02-22,39,1022479,184.3,774,7,2015,February,0,0
2018-10-21,21,1150466,134.83,1046,8,2018,October,0,0
2010-05-30,1,672469,69.16,1470,8,2010,May,0,0
2014-05-25,52,574689,83.35,1036,8,2014,May,0,0
2015-08-09,11,811144,81.45,1409,8,2015,August,0,0
2017-08-06,11,1129792.8,99.94,1523,8,2017,August,0,0
2017-06-04,2,812996.1,115.65,1026,8,2017,June,0,1
2015-05-31,1,855703,97.11,1424,8,2015,May,0,0
2016-04-03,45,481015.9,91.78,740,8,2016,April,0,0
2010-09-05,15,703952,75.65,1611,8,2010,September,1,0
